Skills Community,Category,Specialty Area,Work Role,Competency Group ID,Competency Group,Competency ID,Competency,K S or A,KSA ID,KSA
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C049,Systems Integration,Knowledge,K0092,Knowledge of technology integration processes.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C049,Systems Integration,Knowledge,K0102,Knowledge of the systems engineering process.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C049,Systems Integration,Skill,S0024,Skill in designing the integration of hardware and software solutions.
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C049,Systems Integration,Knowledge,K0035,"Knowledge of installation, integration, and optimization of system components."
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C049,Systems Integration,Knowledge,K0036,Knowledge of human-computer interaction principles.
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C049,Systems Integration,Knowledge,K0102,Knowledge of the systems engineering process.
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C049,Systems Integration,Skill,S0024,Skill in designing the integration of hardware and software solutions.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0028,Knowledge of organization's evaluation and validation requirements.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0089,Knowledge of systems diagnostic tools and fault identification techniques.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0290,Knowledge of systems security testing and evaluation methods.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0028,Knowledge of organization's evaluation and validation requirements.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0091,Knowledge of systems testing and evaluation methods.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C050,Systems Testing and Evaluation,Ability,A0026,Ability to analyze test data.
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0028,Knowledge of organization's evaluation and validation requirements.
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C050,Systems Testing and Evaluation,Skill,S0135,"Skill in secure test plan design (e. g. unit, integration, system, acceptance)."
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0091,Knowledge of systems testing and evaluation methods.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C050,Systems Testing and Evaluation,Skill,S0061,Skill in writing test plans.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0028,Knowledge of organization's evaluation and validation requirements.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0089,Knowledge of systems diagnostic tools and fault identification techniques.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Skill,S0110,"Skill in identifying Test & Evaluation infrastructure (people, ranges, tools, instrumentation) requirements."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Skill,S0112,"Skill in managing test assets, test resources, and test personnel to ensure effective completion of test events."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Skill,S0115,Skill in preparing Test & Evaluation reports.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Skill,S0134,Skill in conducting reviews of systems.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Skill,S0135,"Skill in secure test plan design (e. g. unit, integration, system, acceptance)."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Ability,A0026,Ability to analyze test data.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C050,Systems Testing and Evaluation,Ability,A0030,"Ability to collect, verify, and validate test data."
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0290,Knowledge of systems security testing and evaluation methods.
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C050,Systems Testing and Evaluation,Knowledge,K0089,Knowledge of systems diagnostic tools and fault identification techniques.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0177,Skill in analyzing a target's communication networks.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0234,Skill in identifying leads for target development.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0235,Skill in identifying non-target regional languages and dialects
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0237,"Skill in identifying, locating, and tracking targets via geospatial analysis techniques"
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0248,Skill in performing target system analysis.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0251,Skill in prioritizing target language material.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0279,Skill in target development in direct support of collection operations.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0280,"Skill in target network anomaly identification (e.g., intrusions, dataflow or processing, target implementation of new technologies)."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Skill,S0307,Skill to analyze target or threat sources of strength and morale.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Ability,A0086,Ability to expand network access by conducting target analysis and collection to identify targets of interest.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C051,Target Development,Ability,A0093,Ability to identify/describe techniques/methods for conducting technical exploitation of the target.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG04,Leadership,C052,Teaching Others,Skill,S0100,"Skill in utilizing or developing learning activities (e.g., scenarios, instructional games, interactive exercises). "
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG04,Leadership,C052,Teaching Others,Ability,A0114,Ability to develop or procure curriculum that speaks to the topic at the appropriate level for the target.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C053,Technology Awareness,Knowledge,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C053,Technology Awareness,Knowledge,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C053,Technology Awareness,Knowledge,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C053,Technology Awareness,Knowledge,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C053,Technology Awareness,Knowledge,K0071,Knowledge of remote access technology concepts.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C053,Technology Awareness,Knowledge,K0212,Knowledge of cybersecurity-enabled software products.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C053,Technology Awareness,Knowledge,K0059,Knowledge of new and emerging information technology (IT) and cybersecurity technologies.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C053,Technology Awareness,Ability,A0112,Ability to monitor advancements in information privacy technologies to ensure organizational adaptation and compliance.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C054,Telecommunications,Knowledge,K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Infrastructure Support (INF),Cyber Defense Infrastructure Support Specialist (PR-INF-001),CG01,Technical,C054,Telecommunications,Knowledge,K0274,"Knowledge of transmission records (e.g., Bluetooth, Radio Frequency Identification (RFID), Infrared Networking (IR), Wireless Fidelity (Wi-Fi). paging, cellular, satellite dishes, Voice over Internet Protocol (VoIP)), and jamming techniques that enable transmission of undesirable information, or prevent installed systems from operating correctly. "
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C054,Telecommunications,Knowledge,K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing)."
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C054,Telecommunications,Knowledge,K0010,"Knowledge of communication methods, principles, and concepts that support the network infrastructure."
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C054,Telecommunications,Knowledge,K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing)."
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C054,Telecommunications,Knowledge,K0374,"WITHDRAWN: Knowledge of basic structure, architecture, and design of modern digital and telephony networks. (See K0599)"
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Security Control Assessor (SP-RSK-002),CG01,Technical,C054,Telecommunications,Knowledge,K0010,"Knowledge of communication methods, principles, and concepts that support the network infrastructure."
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C054,Telecommunications,Knowledge,K0093,"Knowledge of telecommunications concepts (e.g., Communications channel, Systems Link Budgeting, Spectral efficiency, Multiplexing)."
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG02,Operational,C056,Third Party Oversight/Acquisition Management,Skill,S0086,Skill in evaluating the trustworthiness of the supplier and/or product.
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG02,Operational,C056,Third Party Oversight/Acquisition Management,Knowledge,K0266,Knowledge of how to evaluate the trustworthiness of the supplier and/or product.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0107,"Knowledge of Insider Threat investigations, reporting, investigative tools and laws/regulations."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0161,"Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution attacks)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0162,"Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0297,Knowledge of countermeasure design for identified security risks.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C055,Threat Analysis,Ability,A0010,Ability to analyze malware.
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0183,Knowledge of reverse engineering concepts.
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0188,"Knowledge of malware analysis tools (e.g., Oily Debug, Ida Pro)."
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0189,"Knowledge of malware with virtual machine detection (e.g. virtual aware malware, debugger aware malware, and unpacked malware that looks for VM-related strings in your computer’s display device)."
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C055,Threat Analysis,Knowledge,K0254,Knowledge of binary analysis.
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C055,Threat Analysis,Skill,S0087,"Skill in deep analysis of captured malicious code (e.g., malware forensics)."
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C055,Threat Analysis,Skill,S0088,"Skill in using binary analysis tools (e.g., Hexedit, command code xxd, hexdump)."
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C055,Threat Analysis,Skill,S0131,Skill in analyzing malware.
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0161,"Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution attacks)."
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0162,"Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored)."
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0259,Knowledge of malware analysis concepts and methodologies.
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C055,Threat Analysis,Skill,S0003,"Skill of identifying, capturing, containing, and reporting malware."
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0297,Knowledge of countermeasure design for identified security risks.
Cybersecurity,Securely Provision (SP),Systems Development (SYS),Information Systems Security Developer (SP-SYS-001),CG01,Technical,C055,Threat Analysis,Skill,S0022,Skill in designing countermeasures to identified security risks.
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Information Systems Security Manager (OV-MGT-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0151,Knowledge of current and emerging threats/threat vectors.
Cybersecurity,Securely Provision (SP),Software Development (DEV),Secure Software Assessor (SP-DEV-002),CG01,Technical,C055,Threat Analysis,Skill,S0022,Skill in designing countermeasures to identified security risks.
Cybersecurity,Securely Provision (SP),Systems Architecture (ARC),Security Architect (SP-ARC-002),CG01,Technical,C055,Threat Analysis,Skill,S0022,Skill in designing countermeasures to identified security risks.
Cybersecurity,Operate and Maintain (OM),Systems Analysis (ANA),Systems Security Analyst (OM-ANA-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0297,Knowledge of countermeasure design for identified security risks.
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0161,"Knowledge of different classes of attacks (e.g., passive, active, insider, close-in, distribution attacks)."
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0162,"Knowledge of cyber attackers (e.g., script kiddies, insider threat, non-nation state sponsored, and nation sponsored)."
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0177,"Knowledge of cyber attack stages (e.g., reconnaissance, scanning, enumeration, gaining access, escalation of privileges, maintaining access, network exploitation, covering tracks)."
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C055,Threat Analysis,Knowledge,K0344,Knowledge of an organization’s threat environment.
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C055,Threat Analysis,Skill,S0044,Skill in mimicking threat behaviors.
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C055,Threat Analysis,Skill,S0052,"Skill in the use of social engineering techniques. (e.g., phishing, baiting, tailgating, etc.)."
Cybersecurity,Protect and Defend (PR),Vulnerability Assessment and Management (VAM),Vulnerability Assessment Analyst (PR-VAM-001),CG01,Technical,C055,Threat Analysis,Skill,S0364,Skill to develop insights about the context of an organization’s threat environment
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0013,Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0040,"Knowledge of vulnerability information dissemination sources (e.g., alerts, advisories, errata, and bulletins)."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0342,"Knowledge of penetration testing principles, tools, and techniques."
Cybersecurity,Securely Provision (SP),Risk Management (RSK),Authorizing Official (SP-RSK-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Communications Security (COMSEC) Manager (OV-MGT-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Oversee and Govern (OV),Cybersecurity Management (MGT),Communications Security (COMSEC) Manager (OV-MGT-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0013,Knowledge of cyber defense and vulnerability assessment tools and their capabilities.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0040,"Knowledge of vulnerability information dissemination sources (e.g., alerts, advisories, errata, and bulletins)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0106,Knowledge of what constitutes a network attack and a network attack’s relationship to both threats and vulnerabilities.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0301,"Knowledge of packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0339,Knowledge of how to use network analysis tools to identify vulnerabilities.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0342,"Knowledge of penetration testing principles, tools, and techniques."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0036,Skill in evaluating the adequacy of security designs.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0057,Skill in using protocol analyzers.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0078,Skill in recognizing and categorizing types of vulnerabilities and associated attacks.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0156,Skill in performing packet-level analysis.
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0167,"Skill in recognizing vulnerabilities in security systems. (e.g., vulnerability and compliance scanning)."
Cybersecurity,Protect and Defend (PR),Cyber Defense Analysis (CDA),Cyber Defense Analyst (PR-CDA-001),CG01,Technical,C057,Vulnerabilities Assessment,Ability,A0015,Ability to conduct vulnerability scans and recognize vulnerabilities in security systems.
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0006,Knowledge of specific operational impacts of cybersecurity lapses.
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code)."
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0119,Knowledge of hacking methodologies.
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0187,Knowledge of file type abuse by adversaries for anomalous behavior.
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0301,"Knowledge of packet-level analysis using appropriate tools (e.g., Wireshark, tcpdump)."
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list)
Cybersecurity,Investigate (IN),Digital Forensics (FOR),Cyber Defense Forensics Analyst (IN-FOR-002),CG01,Technical,C057,Vulnerabilities Assessment,Skill,S0156,Skill in performing packet-level analysis.
Cybersecurity,Protect and Defend (PR),Incident Response (CIR),Cyber Defense Incident Responder (PR-CIR-001),CG01,Technical,C057,Vulnerabilities Assessment,Knowledge,K0005,Knowledge of cyber threats and vulnerabilities. 
